customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
CUST00461,194,4,1579.47,1,4,3,143,At Risk
CUST00462,35,3,2689.5,4,3,4,434,Potential Loyalist
CUST00463,29,4,5048.68,4,4,5,445,Champion
CUST00464,106,10,6495.79,2,5,5,255,Loyal Customer
CUST00465,177,1,1298.74,1,1,2,112,Dormant
CUST00466,25,10,5238.91,4,5,5,455,Champion
CUST00467,3,2,1180.98,5,2,2,522,Potential Loyalist
CUST00468,198,2,1077.8600000000001,1,2,2,122,Dormant
CUST00469,19,3,1886.95,5,3,3,533,Potential Loyalist
CUST00470,166,5,3508.62,1,4,4,144,Loyal Customer
CUST00471,126,1,307.23,2,1,1,211,Dormant
CUST00472,114,3,2846.8,2,3,4,234,At Risk
CUST00473,121,6,3513.72,2,5,4,254,Loyal Customer
CUST00474,22,3,1652.35,4,3,3,433,Potential Loyalist
CUST00475,39,9,6914.04,4,5,5,455,Champion
CUST00476,140,7,6233.25,2,5,5,255,Loyal Customer
CUST00477,60,4,3034.67,3,4,4,344,Loyal Customer
CUST00478,31,2,862.04,4,2,2,422,Potential Loyalist
CUST00479,269,1,319.34,1,1,1,111,Dormant
CUST00480,148,7,4227.82,1,5,5,155,Loyal Customer
CUST00481,43,2,934.12,4,2,2,422,Potential Loyalist
CUST00482,32,4,2177.14,4,4,3,443,Potential Loyalist
CUST00483,107,7,4120.83,2,5,5,255,Loyal Customer
CUST00484,62,5,5407.55,3,4,5,345,Loyal Customer
CUST00485,228,5,2971.02,1,4,4,144,Loyal Customer
CUST00486,44,1,810.16,4,1,2,412,Potential Loyalist
CUST00487,29,7,2642.71,4,5,4,454,Champion
CUST00488,217,4,2427.65,1,4,3,143,At Risk
CUST00489,210,1,963.44,1,1,2,112,Dormant
CUST00490,7,1,557.54,5,1,1,511,Potential Loyalist
CUST00491,97,1,540.89,2,1,1,211,Dormant
CUST00492,61,6,5426.94,3,5,5,355,Loyal Customer
CUST00493,108,2,1757.06,2,2,3,223,Dormant
CUST00494,11,1,660.15,5,1,1,511,Potential Loyalist
CUST00495,45,2,2001.5900000000001,4,2,3,423,Potential Loyalist
CUST00496,35,1,1586.18,4,1,3,413,Potential Loyalist
CUST00497,159,1,1724.62,1,1,3,113,Dormant
CUST00498,24,2,970.31,4,2,2,422,Potential Loyalist
CUST00499,18,3,2917.37,5,3,4,534,Potential Loyalist
CUST00500,43,3,3208.81,4,3,4,434,Potential Loyalist
CUST00501,20,4,2834.75,5,4,4,544,Champion
CUST00502,17,2,1615.2400000000002,5,2,3,523,Potential Loyalist
CUST00503,48,7,4458.49,3,5,5,355,Loyal Customer
CUST00504,15,1,1602.01,5,1,3,513,Potential Loyalist
CUST00505,125,1,1027.23,2,1,2,212,Dormant
CUST00506,38,9,8243.95,4,5,5,455,Champion
CUST00507,120,2,3345.6800000000003,2,2,4,224,Dormant
CUST00508,148,1,717.51,1,1,1,111,Dormant
CUST00509,21,1,954.21,4,1,2,412,Potential Loyalist
CUST00510,162,4,3630.48,1,4,4,144,Loyal Customer
CUST00511,5,4,2778.7,5,4,4,544,Champion
CUST00512,16,4,2468.63,5,4,3,543,Potential Loyalist
CUST00513,27,8,5289.39,4,5,5,455,Champion
CUST00514,93,1,1687.55,2,1,3,213,Dormant
CUST00515,6,2,1540.13,5,2,2,522,Potential Loyalist
CUST00516,27,1,623.59,4,1,1,411,Potential Loyalist
CUST00517,59,5,2777.25,3,4,4,344,Loyal Customer
CUST00518,23,1,226.9,4,1,1,411,Potential Loyalist
CUST00519,81,1,412.42,3,1,1,311,Potential Loyalist
CUST00520,2,5,3130.28,5,4,4,544,Champion
CUST00521,42,7,3626.0699999999997,4,5,4,454,Champion
CUST00522,462,1,1688.22,1,1,3,113,Dormant
CUST00523,29,3,2606.67,4,3,4,434,Potential Loyalist
CUST00524,11,10,7161.96,5,5,5,555,Champion
CUST00525,220,4,1916.75,1,4,3,143,At Risk
CUST00526,2,1,1131.41,5,1,2,512,Potential Loyalist
CUST00527,113,6,5554.469999999999,2,5,5,255,Loyal Customer
CUST00528,14,1,556.1,5,1,1,511,Potential Loyalist
CUST00529,63,1,1129.52,3,1,2,312,Potential Loyalist
CUST00530,57,3,2183.4300000000003,3,3,3,333,Potential Loyalist
CUST00531,43,2,648.41,4,2,1,421,Potential Loyalist
CUST00532,118,4,4895.42,2,4,5,245,Loyal Customer
CUST00533,4,1,149.0,5,1,1,511,Potential Loyalist
CUST00534,74,5,3110.46,3,4,4,344,Loyal Customer
CUST00535,138,5,5156.9,2,4,5,245,Loyal Customer
CUST00536,55,4,4432.75,3,4,5,345,Loyal Customer
CUST00537,2,1,447.58,5,1,1,511,Potential Loyalist
CUST00538,70,6,4026.69,3,5,5,355,Loyal Customer
CUST00539,65,8,7874.25,3,5,5,355,Loyal Customer
CUST00540,56,7,5087.94,3,5,5,355,Loyal Customer
CUST00541,132,5,3404.94,2,4,4,244,Loyal Customer
CUST00542,54,1,576.88,3,1,1,311,Potential Loyalist
CUST00543,197,4,2320.55,1,4,3,143,At Risk
CUST00544,85,2,2284.46,3,2,3,323,Potential Loyalist
CUST00545,1,1,603.57,5,1,1,511,Potential Loyalist
CUST00546,3,2,2127.37,5,2,3,523,Potential Loyalist
CUST00547,39,1,1001.24,4,1,2,412,Potential Loyalist
CUST00548,165,1,858.7,1,1,2,112,Dormant
CUST00549,132,2,1035.57,2,2,2,222,Dormant
CUST00550,11,1,525.8,5,1,1,511,Potential Loyalist
CUST00551,25,3,1964.0,4,3,3,433,Potential Loyalist
CUST00552,4,1,567.45,5,1,1,511,Potential Loyalist
CUST00553,293,4,3183.11,1,4,4,144,Loyal Customer
CUST00554,7,3,1402.26,5,3,2,532,Potential Loyalist
CUST00555,45,3,1924.03,4,3,3,433,Potential Loyalist
CUST00556,26,1,936.16,4,1,2,412,Potential Loyalist
CUST00557,16,6,4460.42,5,5,5,555,Champion
CUST00558,399,2,679.0699999999999,1,2,1,121,Dormant
CUST00559,1,2,1344.49,5,2,2,522,Potential Loyalist
CUST00560,231,1,1135.13,1,1,2,112,Dormant
CUST00561,4,1,256.33,5,1,1,511,Potential Loyalist
CUST00562,259,2,899.8599999999999,1,2,2,122,Dormant
CUST00563,105,2,887.86,2,2,2,222,Dormant
CUST00564,130,8,4592.1900000000005,2,5,5,255,Loyal Customer
CUST00565,39,1,275.55,4,1,1,411,Potential Loyalist
CUST00566,22,1,657.76,4,1,1,411,Potential Loyalist
CUST00567,3,8,4922.05,5,5,5,555,Champion
CUST00568,34,1,482.12,4,1,1,411,Potential Loyalist
CUST00569,113,1,430.0,2,1,1,211,Dormant
CUST00570,168,3,2545.7200000000003,1,3,3,133,At Risk
CUST00571,32,1,598.14,4,1,1,411,Potential Loyalist
CUST00572,51,6,3305.75,3,5,4,354,Loyal Customer
CUST00573,125,5,2912.39,2,4,4,244,Loyal Customer
CUST00574,5,7,5871.91,5,5,5,555,Champion
CUST00575,83,1,548.72,3,1,1,311,Potential Loyalist
CUST00576,46,2,799.27,4,2,2,422,Potential Loyalist
CUST00577,72,5,3560.2299999999996,3,4,4,344,Loyal Customer
CUST00578,376,2,3054.7200000000003,1,2,4,124,Dormant
CUST00579,10,1,301.68,5,1,1,511,Potential Loyalist
CUST00580,74,1,713.84,3,1,1,311,Potential Loyalist
CUST00581,76,2,1527.79,3,2,2,322,Potential Loyalist
CUST00582,286,1,392.06,1,1,1,111,Dormant
CUST00583,263,4,3652.46,1,4,4,144,Loyal Customer
CUST00584,83,1,591.05,3,1,1,311,Potential Loyalist
CUST00585,113,8,5368.63,2,5,5,255,Loyal Customer
CUST00586,128,4,1853.61,2,4,3,243,At Risk
CUST00587,18,1,275.79,5,1,1,511,Potential Loyalist
CUST00588,76,1,649.95,3,1,1,311,Potential Loyalist
CUST00589,71,5,4196.7699999999995,3,4,5,345,Loyal Customer
CUST00590,140,3,3961.05,2,3,4,234,At Risk
CUST00591,69,2,1767.15,3,2,3,323,Potential Loyalist
CUST00592,20,2,1084.48,5,2,2,522,Potential Loyalist
CUST00593,29,5,3602.31,4,4,4,444,Champion
CUST00594,91,1,448.78,2,1,1,211,Dormant
CUST00595,20,5,2849.27,5,4,4,544,Champion
CUST00596,50,4,2927.96,3,4,4,344,Loyal Customer
CUST00597,52,4,3041.18,3,4,4,344,Loyal Customer
CUST00598,7,2,1082.0300000000002,5,2,2,522,Potential Loyalist
CUST00599,169,4,2898.52,1,4,4,144,Loyal Customer
CUST00600,263,3,1248.1399999999999,1,3,2,132,At Risk
CUST00601,70,1,537.85,3,1,1,311,Potential Loyalist
CUST00602,91,1,171.18,2,1,1,211,Dormant
CUST00603,10,9,4869.21,5,5,5,555,Champion
CUST00604,90,1,761.72,2,1,1,211,Dormant
CUST00605,160,5,3199.79,1,4,4,144,Loyal Customer
CUST00606,120,1,240.15,2,1,1,211,Dormant
CUST00607,249,3,2332.76,1,3,3,133,At Risk
CUST00608,27,3,2455.49,4,3,3,433,Potential Loyalist
CUST00609,6,5,4581.16,5,4,5,545,Champion
CUST00610,22,5,3975.59,4,4,4,444,Champion
CUST00611,235,4,3472.66,1,4,4,144,Loyal Customer
CUST00612,48,2,2120.98,3,2,3,323,Potential Loyalist
CUST00613,4,6,4895.57,5,5,5,555,Champion
CUST00614,196,1,267.96,1,1,1,111,Dormant
CUST00615,34,1,446.03,4,1,1,411,Potential Loyalist
CUST00616,36,5,2628.3,4,4,4,444,Champion
CUST00617,14,10,5456.37,5,5,5,555,Champion
CUST00618,92,2,1570.53,2,2,3,223,Dormant
CUST00619,2,5,2211.2000000000003,5,4,3,543,Potential Loyalist
CUST00620,90,1,449.48,2,1,1,211,Dormant
CUST00621,92,1,348.53,2,1,1,211,Dormant
CUST00622,180,3,2009.7800000000002,1,3,3,133,At Risk
CUST00623,108,4,1945.71,2,4,3,243,At Risk
CUST00624,232,1,270.09,1,1,1,111,Dormant
CUST00625,66,4,2155.58,3,4,3,343,Potential Loyalist
CUST00626,9,2,1214.38,5,2,2,522,Potential Loyalist
CUST00627,75,3,2765.27,3,3,4,334,Potential Loyalist
CUST00628,59,4,1509.63,3,4,2,342,Potential Loyalist
CUST00629,44,1,442.4,4,1,1,411,Potential Loyalist
CUST00630,93,3,2512.7,2,3,3,233,At Risk
CUST00631,68,10,6076.9,3,5,5,355,Loyal Customer
CUST00632,61,1,1078.63,3,1,2,312,Potential Loyalist
CUST00633,33,1,1619.36,4,1,3,413,Potential Loyalist
CUST00634,118,4,1711.76,2,4,3,243,At Risk
CUST00635,134,1,1016.46,2,1,2,212,Dormant
CUST00636,72,2,2158.95,3,2,3,323,Potential Loyalist
CUST00637,60,5,5246.29,3,4,5,345,Loyal Customer
CUST00638,173,6,3093.33,1,5,4,154,Loyal Customer
CUST00639,369,3,2753.19,1,3,4,134,At Risk
CUST00640,130,1,641.86,2,1,1,211,Dormant
CUST00641,35,6,5481.38,4,5,5,455,Champion
CUST00642,18,3,1654.45,5,3,3,533,Potential Loyalist
CUST00643,155,1,1091.34,1,1,2,112,Dormant
CUST00644,78,7,3822.27,3,5,4,354,Loyal Customer
CUST00645,252,3,2730.59,1,3,4,134,At Risk
CUST00646,117,6,5934.01,2,5,5,255,Loyal Customer
CUST00647,64,1,507.52,3,1,1,311,Potential Loyalist
CUST00648,31,1,1298.17,4,1,2,412,Potential Loyalist
CUST00649,124,6,3181.62,2,5,4,254,Loyal Customer
CUST00650,59,3,2622.0099999999998,3,3,4,334,Potential Loyalist
CUST00651,34,7,5105.77,4,5,5,455,Champion
CUST00652,75,4,4491.29,3,4,5,345,Loyal Customer
CUST00653,32,2,2037.83,4,2,3,423,Potential Loyalist
CUST00654,8,6,5827.77,5,5,5,555,Champion
CUST00655,79,8,5295.41,3,5,5,355,Loyal Customer
CUST00656,67,4,3207.37,3,4,4,344,Loyal Customer
CUST00657,63,4,1287.49,3,4,2,342,Potential Loyalist
CUST00658,219,2,2355.97,1,2,3,123,Dormant
CUST00659,16,1,883.27,5,1,2,512,Potential Loyalist
CUST00660,43,1,573.43,4,1,1,411,Potential Loyalist
CUST00661,180,3,1105.96,1,3,2,132,At Risk
CUST00662,124,1,852.96,2,1,2,212,Dormant
CUST00663,64,8,5700.78,3,5,5,355,Loyal Customer
CUST00664,20,1,237.27,5,1,1,511,Potential Loyalist
CUST00665,35,9,6480.29,4,5,5,455,Champion
CUST00666,3,1,540.99,5,1,1,511,Potential Loyalist
CUST00667,25,5,5036.26,4,4,5,445,Champion
CUST00668,42,2,952.4100000000001,4,2,2,422,Potential Loyalist
CUST00669,57,3,2774.7599999999998,3,3,4,334,Potential Loyalist
CUST00670,242,4,3756.69,1,4,4,144,Loyal Customer
CUST00671,2,8,5453.93,5,5,5,555,Champion
CUST00672,141,1,434.37,2,1,1,211,Dormant
CUST00673,118,1,1297.2,2,1,2,212,Dormant
CUST00674,56,8,4178.67,3,5,5,355,Loyal Customer
CUST00675,130,5,6478.51,2,4,5,245,Loyal Customer
CUST00676,6,1,714.17,5,1,1,511,Potential Loyalist
CUST00677,6,1,291.61,5,1,1,511,Potential Loyalist
CUST00678,196,2,1145.87,1,2,2,122,Dormant
CUST00679,83,8,6252.95,3,5,5,355,Loyal Customer
CUST00680,215,1,1087.83,1,1,2,112,Dormant
CUST00681,211,1,1372.4,1,1,2,112,Dormant
CUST00682,19,1,1238.23,5,1,2,512,Potential Loyalist
CUST00683,0,3,3422.7,5,3,4,534,Potential Loyalist
CUST00684,140,4,2472.73,2,4,3,243,At Risk
CUST00685,2,1,1158.09,5,1,2,512,Potential Loyalist
CUST00686,127,3,1409.0900000000001,2,3,2,232,At Risk
CUST00687,117,5,4129.24,2,4,5,245,Loyal Customer
CUST00688,13,5,3552.34,5,4,4,544,Champion
CUST00689,70,4,4514.3099999999995,3,4,5,345,Loyal Customer
CUST00690,4,5,5697.91,5,4,5,545,Champion
CUST00691,61,3,2927.57,3,3,4,334,Potential Loyalist
CUST00692,58,3,1850.73,3,3,3,333,Potential Loyalist
CUST00693,147,5,6136.5,2,4,5,245,Loyal Customer
CUST00694,74,1,345.14,3,1,1,311,Potential Loyalist
CUST00695,198,1,616.85,1,1,1,111,Dormant
CUST00696,40,5,4814.21,4,4,5,445,Champion
CUST00697,247,4,3657.69,1,4,4,144,Loyal Customer
CUST00698,14,8,5318.95,5,5,5,555,Champion
CUST00699,47,4,2191.5099999999998,3,4,3,343,Potential Loyalist
CUST00700,49,4,3589.62,3,4,4,344,Loyal Customer
CUST00701,122,5,6476.26,2,4,5,245,Loyal Customer
CUST00702,77,6,8044.75,3,5,5,355,Loyal Customer
CUST00703,104,1,360.06,2,1,1,211,Dormant
CUST00704,22,4,3057.83,4,4,4,444,Champion
CUST00705,12,1,872.61,5,1,2,512,Potential Loyalist
CUST00706,2,1,439.07,5,1,1,511,Potential Loyalist
CUST00707,189,3,2254.12,1,3,3,133,At Risk
CUST00708,45,6,5342.67,4,5,5,455,Champion
CUST00709,129,1,1966.47,2,1,3,213,Dormant
CUST00710,16,8,5514.42,5,5,5,555,Champion
CUST00711,19,8,5430.3,5,5,5,555,Champion
CUST00712,4,4,1928.79,5,4,3,543,Potential Loyalist
CUST00713,3,9,9076.15,5,5,5,555,Champion
CUST00714,40,6,2681.75,4,5,4,454,Champion
CUST00715,25,3,954.63,4,3,2,432,Potential Loyalist
CUST00716,6,6,2828.0600000000004,5,5,4,554,Champion
CUST00717,0,1,884.85,5,1,2,512,Potential Loyalist
CUST00718,117,2,697.62,2,2,1,221,Dormant
CUST00719,168,4,2610.39,1,4,4,144,Loyal Customer
CUST00720,291,5,3086.61,1,4,4,144,Loyal Customer
CUST00721,14,1,1856.99,5,1,3,513,Potential Loyalist
CUST00722,30,1,256.54,4,1,1,411,Potential Loyalist
CUST00723,69,1,546.81,3,1,1,311,Potential Loyalist
CUST00724,8,2,1014.94,5,2,2,522,Potential Loyalist
CUST00725,141,3,2162.5,2,3,3,233,At Risk
CUST00726,98,10,7976.49,2,5,5,255,Loyal Customer
CUST00727,8,5,3822.01,5,4,4,544,Champion
CUST00728,66,1,396.38,3,1,1,311,Potential Loyalist
CUST00729,140,1,1324.83,2,1,2,212,Dormant
CUST00730,232,2,1923.08,1,2,3,123,Dormant
CUST00731,136,2,1457.58,2,2,2,222,Dormant
CUST00732,6,1,402.61,5,1,1,511,Potential Loyalist
CUST00733,66,3,1661.19,3,3,3,333,Potential Loyalist
CUST00734,89,5,4981.82,2,4,5,245,Loyal Customer
CUST00735,12,4,1973.4,5,4,3,543,Potential Loyalist
CUST00736,66,3,1727.68,3,3,3,333,Potential Loyalist
CUST00737,24,1,872.88,4,1,2,412,Potential Loyalist
CUST00738,78,1,545.24,3,1,1,311,Potential Loyalist
CUST00739,24,1,1047.95,4,1,2,412,Potential Loyalist
CUST00740,261,5,4065.24,1,4,5,145,Loyal Customer
CUST00741,225,3,1798.7,1,3,3,133,At Risk
CUST00742,49,2,1288.91,3,2,2,322,Potential Loyalist
CUST00743,1,5,2957.78,5,4,4,544,Champion
CUST00744,65,2,1108.58,3,2,2,322,Potential Loyalist
CUST00745,1,1,1077.53,5,1,2,512,Potential Loyalist
CUST00746,177,2,1625.12,1,2,3,123,Dormant
CUST00747,11,1,1123.87,5,1,2,512,Potential Loyalist
CUST00748,58,7,4244.5,3,5,5,355,Loyal Customer
CUST00749,11,2,1514.65,5,2,2,522,Potential Loyalist
CUST00750,49,3,2474.98,3,3,3,333,Potential Loyalist
CUST00751,15,1,657.24,5,1,1,511,Potential Loyalist
CUST00752,97,2,1319.5500000000002,2,2,2,222,Dormant
CUST00753,143,1,1093.17,2,1,2,212,Dormant
CUST00754,37,2,3639.05,4,2,4,424,Potential Loyalist
CUST00755,200,2,1585.3600000000001,1,2,3,123,Dormant
CUST00756,113,3,3223.87,2,3,4,234,At Risk
CUST00757,8,3,1807.24,5,3,3,533,Potential Loyalist
CUST00758,78,10,6808.01,3,5,5,355,Loyal Customer
CUST00759,38,2,1562.24,4,2,3,423,Potential Loyalist
CUST00760,162,2,1132.19,1,2,2,122,Dormant
CUST00761,193,2,1069.58,1,2,2,122,Dormant
CUST00762,46,2,2784.5699999999997,4,2,4,424,Potential Loyalist
CUST00763,188,4,4210.57,1,4,5,145,Loyal Customer
CUST00764,23,4,3245.93,4,4,4,444,Champion
CUST00765,98,3,2692.35,2,3,4,234,At Risk
CUST00766,166,2,1783.35,1,2,3,123,Dormant
CUST00767,75,7,3498.46,3,5,4,354,Loyal Customer
CUST00768,21,3,2361.23,4,3,3,433,Potential Loyalist
CUST00769,18,6,2815.44,5,5,4,554,Champion
CUST00770,27,3,2711.16,4,3,4,434,Potential Loyalist
CUST00771,90,1,456.76,2,1,1,211,Dormant
CUST00772,190,3,3114.63,1,3,4,134,At Risk
CUST00773,71,3,2278.26,3,3,3,333,Potential Loyalist
CUST00774,101,3,1439.8,2,3,2,232,At Risk
CUST00775,23,1,1298.92,4,1,2,412,Potential Loyalist
CUST00776,135,4,3024.9399999999996,2,4,4,244,Loyal Customer
CUST00777,10,1,720.41,5,1,1,511,Potential Loyalist
CUST00778,331,4,3444.29,1,4,4,144,Loyal Customer
CUST00779,6,1,416.15,5,1,1,511,Potential Loyalist
CUST00780,36,4,3232.4,4,4,4,444,Champion
CUST00781,49,1,442.8,3,1,1,311,Potential Loyalist
CUST00782,194,1,505.28,1,1,1,111,Dormant
CUST00783,232,6,4123.36,1,5,5,155,Loyal Customer
CUST00784,45,5,3103.73,4,4,4,444,Champion
CUST00785,11,6,3144.23,5,5,4,554,Champion
CUST00786,150,5,5359.3,1,4,5,145,Loyal Customer
CUST00787,48,7,5769.13,3,5,5,355,Loyal Customer
CUST00788,49,1,1408.44,3,1,2,312,Potential Loyalist
CUST00789,55,3,1689.1100000000001,3,3,3,333,Potential Loyalist
CUST00790,78,1,458.83,3,1,1,311,Potential Loyalist
CUST00791,230,1,1187.93,1,1,2,112,Dormant
CUST00792,148,6,2976.79,1,5,4,154,Loyal Customer
CUST00793,113,3,2463.2,2,3,3,233,At Risk
CUST00794,171,5,2824.37,1,4,4,144,Loyal Customer
CUST00795,138,4,3787.58,2,4,4,244,Loyal Customer
CUST00796,151,3,5388.48,1,3,5,135,At Risk
CUST00797,9,5,2975.27,5,4,4,544,Champion
CUST00798,57,10,6339.86,3,5,5,355,Loyal Customer
CUST00799,56,6,3798.88,3,5,4,354,Loyal Customer
CUST00800,12,10,9558.37,5,5,5,555,Champion
CUST00801,76,3,3345.79,3,3,4,334,Potential Loyalist
CUST00802,201,1,1787.0,1,1,3,113,Dormant
CUST00803,53,7,5289.43,3,5,5,355,Loyal Customer
CUST00804,14,1,969.91,5,1,2,512,Potential Loyalist
CUST00805,41,1,780.79,4,1,2,412,Potential Loyalist
CUST00806,21,1,976.95,4,1,2,412,Potential Loyalist
CUST00807,112,2,1827.0300000000002,2,2,3,223,Dormant
CUST00808,53,5,2738.81,3,4,4,344,Loyal Customer
CUST00809,22,3,1886.26,4,3,3,433,Potential Loyalist
CUST00810,217,1,528.93,1,1,1,111,Dormant
CUST00811,184,6,3477.9399999999996,1,5,4,154,Loyal Customer
CUST00812,189,1,383.16,1,1,1,111,Dormant
CUST00813,5,9,9628.83,5,5,5,555,Champion
CUST00814,88,3,3998.29,2,3,4,234,At Risk
CUST00815,137,3,3282.1400000000003,2,3,4,234,At Risk
CUST00816,59,2,2688.92,3,2,4,324,Potential Loyalist
CUST00817,9,14,11008.85,5,5,5,555,Champion
CUST00818,147,1,988.84,2,1,2,212,Dormant
CUST00819,28,4,2164.49,4,4,3,443,Potential Loyalist
CUST00820,189,2,935.6700000000001,1,2,2,122,Dormant
CUST00821,94,3,1248.56,2,3,2,232,At Risk
CUST00822,76,6,4218.62,3,5,5,355,Loyal Customer
CUST00823,146,8,3291.63,2,5,4,254,Loyal Customer
CUST00824,4,4,2566.4900000000002,5,4,4,544,Champion
CUST00825,97,1,410.77,2,1,1,211,Dormant
CUST00826,158,10,8171.4,1,5,5,155,Loyal Customer
CUST00827,57,1,1699.04,3,1,3,313,Potential Loyalist
CUST00828,90,1,355.91,2,1,1,211,Dormant
CUST00829,62,10,6268.52,3,5,5,355,Loyal Customer
CUST00830,19,3,1613.9499999999998,5,3,3,533,Potential Loyalist
CUST00831,6,2,994.8299999999999,5,2,2,522,Potential Loyalist
CUST00832,0,1,716.8,5,1,1,511,Potential Loyalist
CUST00833,67,1,1142.84,3,1,2,312,Potential Loyalist
CUST00834,2,4,2049.66,5,4,3,543,Potential Loyalist
CUST00835,157,9,6888.030000000001,1,5,5,155,Loyal Customer
CUST00836,9,2,1640.21,5,2,3,523,Potential Loyalist
CUST00837,15,3,2428.7799999999997,5,3,3,533,Potential Loyalist
CUST00838,9,6,4291.93,5,5,5,555,Champion
CUST00839,162,3,1996.99,1,3,3,133,At Risk
CUST00840,58,10,9432.94,3,5,5,355,Loyal Customer
CUST00841,99,8,6838.26,2,5,5,255,Loyal Customer
CUST00842,71,5,5478.280000000001,3,4,5,345,Loyal Customer
CUST00843,45,1,803.69,4,1,2,412,Potential Loyalist
CUST00844,19,1,410.24,5,1,1,511,Potential Loyalist
CUST00845,96,4,2758.2200000000003,2,4,4,244,Loyal Customer
CUST00846,41,9,7260.82,4,5,5,455,Champion
CUST00847,4,6,6336.01,5,5,5,555,Champion
CUST00848,4,2,1094.36,5,2,2,522,Potential Loyalist
CUST00849,6,7,4218.23,5,5,5,555,Champion
CUST00850,7,2,2278.0299999999997,5,2,3,523,Potential Loyalist
CUST00851,0,2,1188.6200000000001,5,2,2,522,Potential Loyalist
CUST00852,66,3,1379.6599999999999,3,3,2,332,Potential Loyalist
CUST00853,61,1,318.94,3,1,1,311,Potential Loyalist
CUST00854,279,3,2249.63,1,3,3,133,At Risk
CUST00855,292,1,613.47,1,1,1,111,Dormant
CUST00856,135,1,2235.84,2,1,3,213,Dormant
CUST00857,67,5,5033.19,3,4,5,345,Loyal Customer
CUST00858,90,3,2363.5299999999997,2,3,3,233,At Risk
CUST00859,169,4,2159.64,1,4,3,143,At Risk
CUST00860,79,1,1472.26,3,1,2,312,Potential Loyalist
CUST00861,170,3,1530.88,1,3,2,132,At Risk
CUST00862,453,4,3934.7400000000002,1,4,4,144,Loyal Customer
CUST00863,25,4,2928.87,4,4,4,444,Champion
CUST00864,138,2,1042.98,2,2,2,222,Dormant
CUST00865,50,2,1503.1100000000001,3,2,2,322,Potential Loyalist
CUST00866,26,1,1280.71,4,1,2,412,Potential Loyalist
CUST00867,15,1,424.64,5,1,1,511,Potential Loyalist
CUST00868,20,1,832.57,5,1,2,512,Potential Loyalist
CUST00869,93,7,4021.25,2,5,4,254,Loyal Customer
CUST00870,86,7,5454.610000000001,2,5,5,255,Loyal Customer
CUST00871,122,8,7332.96,2,5,5,255,Loyal Customer
CUST00872,125,3,1959.48,2,3,3,233,At Risk
CUST00873,3,4,4213.62,5,4,5,545,Champion
CUST00874,21,1,511.56,4,1,1,411,Potential Loyalist
CUST00875,30,1,363.1,4,1,1,411,Potential Loyalist
CUST00876,36,3,1392.13,4,3,2,432,Potential Loyalist
CUST00877,63,3,1904.33,3,3,3,333,Potential Loyalist
CUST00878,134,2,2578.68,2,2,4,224,Dormant
CUST00879,155,6,5967.77,1,5,5,155,Loyal Customer
CUST00880,16,4,2399.63,5,4,3,543,Potential Loyalist
CUST00881,4,8,9492.15,5,5,5,555,Champion
CUST00882,85,2,894.79,3,2,2,322,Potential Loyalist
CUST00883,126,3,6706.94,2,3,5,235,At Risk
CUST00884,271,1,365.93,1,1,1,111,Dormant
CUST00885,31,8,6880.8099999999995,4,5,5,455,Champion
CUST00886,1,5,2647.05,5,4,4,544,Champion
CUST00887,9,3,2344.2,5,3,3,533,Potential Loyalist
CUST00888,108,3,2556.74,2,3,3,233,At Risk
CUST00889,44,3,2012.98,4,3,3,433,Potential Loyalist
CUST00890,24,1,631.59,4,1,1,411,Potential Loyalist
CUST00891,13,3,3475.43,5,3,4,534,Potential Loyalist
CUST00892,9,1,360.98,5,1,1,511,Potential Loyalist
CUST00893,99,2,2269.27,2,2,3,223,Dormant
CUST00894,25,2,1903.85,4,2,3,423,Potential Loyalist
CUST00895,54,4,1415.7,3,4,2,342,Potential Loyalist
CUST00896,10,9,7413.08,5,5,5,555,Champion
CUST00897,13,1,584.95,5,1,1,511,Potential Loyalist
CUST00898,339,6,4353.639999999999,1,5,5,155,Loyal Customer
CUST00899,187,1,574.65,1,1,1,111,Dormant
CUST00900,58,2,1242.65,3,2,2,322,Potential Loyalist
CUST00901,35,4,2025.21,4,4,3,443,Potential Loyalist
CUST00902,6,1,1318.64,5,1,2,512,Potential Loyalist
CUST00903,42,1,632.18,4,1,1,411,Potential Loyalist
CUST00904,41,7,5113.860000000001,4,5,5,455,Champion
CUST00905,30,5,5594.75,4,4,5,445,Champion
CUST00906,38,2,1449.41,4,2,2,422,Potential Loyalist
CUST00907,220,3,2874.51,1,3,4,134,At Risk
CUST00908,27,2,2799.02,4,2,4,424,Potential Loyalist
CUST00909,185,1,615.14,1,1,1,111,Dormant
CUST00910,127,1,1239.32,2,1,2,212,Dormant
CUST00911,30,9,5240.42,4,5,5,455,Champion
CUST00912,138,2,1516.54,2,2,2,222,Dormant
CUST00913,183,3,1818.9,1,3,3,133,At Risk
CUST00914,36,3,1633.9099999999999,4,3,3,433,Potential Loyalist
CUST00915,113,4,2277.22,2,4,3,243,At Risk
CUST00916,20,5,4003.46,5,4,4,544,Champion
CUST00917,286,3,1704.79,1,3,3,133,At Risk
CUST00918,236,2,1142.22,1,2,2,122,Dormant
CUST00919,10,2,1976.3400000000001,5,2,3,523,Potential Loyalist
CUST00920,66,4,3650.77,3,4,4,344,Loyal Customer
CUST00921,195,1,1335.06,1,1,2,112,Dormant
